Brand,Model,Style Code,Colour,Age,Pictures,Price,Sizes of Shoes Available
SUPERGA,2490 The big flip,S11141W-901,['White'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859202/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859204/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859205/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859203/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859206/original.jpg']",R519,"['7', '8', '9', '10.5', '5.5', '6', '6.5', '9.5', '10', '11']"
SUPERGA,228 Logo boots,S000E40-G24,['Total Navy'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859197/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859199/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859200/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859198/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1859201/original.jpg']",R649,"['9', '9.5', '10', '6', '6.5', '7', '8', '10.5', '11']"
PUMA Select,RS-2K internet exploring,37330901,['Puma black-aruba blue'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1856106/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1856110/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1856108/original.jpg']",R1429,"['11', '12', '6', '7', '8', '9', '10']"
adidas Originals,Team court,FW5068,"['Cloud White,Royal Blue & Scarlet']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1855926/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1855929/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1855930/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1855931/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1855927/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1855928/original.jpg']",R844,"['6', '7', '8', '9', '10', '11', '12']"
New Balance,247 Sport,ms247sh3,['Navy'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1854769/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1854771/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1854770/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1854772/original.jpg']",R909,"['11.5', '6', '7', '8', '9', '10', '11']"
Vans,Era 95 dx (anaheim factory),vn0a2rr1x601,['OG Black & OG White & Check'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853840/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853836/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853837/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853838/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853839/original.jpg']",R584,"['9', '10', '12', '6', '7', '8', '11']"
Vans,Ua ultrarange rapidweld (two tone),vn0a3mvuxv81,['Black & Red'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853889/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853887/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853884/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853885/original.jpg']",R844,"['6', '7', '8', '9', '10', '11', '12']"
Vans,Authentic (12 oz canvas),vn0a2z5iwm91,['Parisian night & Gum'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853866/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853863/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853864/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1853865/original.jpg']",R454,"['6', '7', '8', '9', '10', '11', '12']"
Vans,Authentic,va38emvkt,['Mysterioso & Gum'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848683/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848682/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848685/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848684/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848686/original.jpg']",R454,"['3', '8', '4', '5', '6', '7', '9', '10', '11', '12']"
Vans,SK8-Hi reissue 138,vn0a3tkpxhp1,['National Geographic Logo'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848737/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848738/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848739/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848736/original.jpg']",R974,"['3', '4', '6', '7', '8', '10', '11']"
Vans,Bold ni,vn0a3wlpv8c1,['Plaid Red & True White'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848750/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848752/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848749/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848751/original.jpg']",R649,"['4', '6', '7', '8', '9', '10', '11', '5']"
Vans,Old Skool 36 DX,vn0a38g2x7y1,"['Anaheim Factory OG Skulls, OG Black & OG White']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848798/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848797/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848799/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848800/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1848801/original.jpg']",R649,"['12', '6', '7', '8', '9', '10', '11']"
Feiyue,Feiyue fe lo 1920 classic,FeLo 1920-blk,['Black'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1849125/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1849127/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1849128/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1849126/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1849129/original.jpg']",R356,"['3', '4', '5', '6', '7', '8', '9', '10']"
Feiyue,Feiyue fe lo 1920 classic,FeLo 1920-wht,['White'],Women’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1846351/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1846353/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1846354/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1846352/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1846355/original.jpg']",R356,"['3', '4', '5', '6', '7', '8', '9', '10']"
DC,Anvil,303190-BB2,"['Black', 'black']",MENS,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1842716/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1842718/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1842719/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1842717/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1842720/original.jpg']",R899,"['6', '7', '8', '10', '9', '11', '12', '13']"
adidas Originals,SL Workshop,EG6780,"['Grey Two F17', 'Hi-res Red S18', 'Team Royal Blue']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1810559/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1810558/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1810556/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1810560/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1810557/original.jpg']",R1689,"['12', '6', '7', '8', '9', '10', '11']"
PUMA,Ralph Sampson mid badges,,['Puma white-gray violet-palace blue'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1835637/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1835639/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1835640/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1835638/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1835641/original.jpg']",R1104,"['11', '6', '7', '8', '9', '10']"
Reebok,Classic Leather mu,EG6423,['Black'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1832567/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1832566/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1832564/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1832590/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1832565/original.jpg']",R909,"['12', '6', '7', '8', '9', '10', '11']"
PUMA,RS-Pure motion,37115802,['Spectra Green & Fluo Pink'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1814800/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1814802/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1814799/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1814801/original.jpg']",R1139,"['11', '12', '6', '7', '8', '9', '10']"
SUPERGA,2750,S000010-totalreddkscarlet,['Total red dk scarlet'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1824905/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1824907/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1824908/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1824906/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1824909/original.jpg']",R454,"['10', '6', '7', '8', '9', '10.5', '11']"
SUPERGA,228 Cotu canvas logo boot,S000E40-B63,['Full Green Cap Olive'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1817113/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1817115/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1817116/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1817114/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1817117/original.jpg']",R649,"['10', '6', '7', '8', '9', '10.5', '11']"
Reebok,Instapump Fury BOOST- black / white / reebok rubber gum,fu9239,"['Black, White & Reebok Rubber Gum-06']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809613/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809612/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809607/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809614/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809611/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809608/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1809609/original.jpg']",R1949,"['12', '5', '9.5', '10.5', '11']"
Vans,Ultrarange EXO,VN0A4U1KRED1,['Red'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812923/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812922/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812921/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812924/original.jpg']",R909,"['7', '8', '9', '10', '12', '6', '11']"
adidas Originals,Yung-1,EF5342,"['Core black', ' Off white ', ' Alumina']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812664/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812663/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812660/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812665/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812666/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812662/original.jpg']",R1299,"['3.5', '10', '11', '4', '5', '6', '7', '8', '9', '12']"
Crep,Yung-1,EF5342,"['Core black', ' Off white ', ' Alumina']", ,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812664/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812663/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812660/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812665/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812666/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812662/original.jpg']",R1299,"['3.5', '10', '11', '4', '5', '6', '7', '8', '9', '12']"
Crep,Yung-1,EF5342,"['Core black', ' Off white ', ' Alumina']", ,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812664/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812663/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812660/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812665/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812666/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1812662/original.jpg']",R1299,"['3.5', '10', '11', '4', '5', '6', '7', '8', '9', '12']"
G-Star RAW,Cadet,D16796-A940-111,['Milk'],Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801810/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801812/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801813/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801811/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801814/original.jpg']",R1499,"['10', '11', '6', '7', '8', '9', '12']"
G-Star RAW,Mimemis low,D16784-C249-B374,"['Mazarine Blue, Milk & Yellow']",Men’s,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801423/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801425/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801426/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801424/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1801427/original.jpg']",R1494,"['6', '7', '8', '9', '10', '11']"
DC,Williams slim,D16784-C249-B374,"['White, Black, Athletic Red']",MENS,"['https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1786322/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1786323/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1786324/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1786328/original.jpg', 'https://assets.superbalistcdn.co.za/142x206/filters:quality(75):format(jpg)/1786329/original.jpg']",R909,"['11', '6', '7', '8', '9', '10']"
